taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,4320,2008-04-08,4,1545,220.71,50.79,50,4.23,140,96,1.46,466,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,4300,2008-05-20,5,1587,226.71,52.18,52,4.35,-20,42,-0.48,424,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,4200,2008-06-10,6,1608,229.71,52.87,52,4.41,-100,21,-4.76,403,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,4460,2008-06-18,6,1616,230.86,53.13,53,4.43,260,8,32.5,395,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,4340,2008-06-26,6,1624,232,53.39,53,4.45,-120,8,-15,387,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,4340,2008-07-03,7,1631,233,53.62,53,4.47,0,7,0,380,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,4380,2008-07-10,7,1638,234,53.85,53,4.49,40,7,5.71,373,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,4360,2008-08-05,8,1664,237.71,54.71,54,4.56,-20,26,-0.77,347,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,3860,2008-10-03,10,1723,246.14,56.65,56,4.72,-500,59,-8.47,288,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,3760,2008-10-16,10,1736,248,57.07,57,4.76,-100,13,-7.69,275,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,3860,2008-11-03,11,1754,250.57,57.67,57,4.81,100,18,5.56,257,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,3620,2009-01-16,1,1828,261.14,60.1,60,5.01,-240,74,-3.24,183,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,3440,2009-02-04,2,1847,263.86,60.72,60,5.06,-180,19,-9.47,164,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,3680,2009-02-21,2,1864,266.29,61.28,61,5.11,240,17,14.12,147,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,3880,2009-03-25,3,1896,270.86,62.33,62,5.19,200,32,6.25,115,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,3440,2006-10-04,10,969,138.43,31.86,31,2.65,140,127,1.1,233,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4140,2006-11-13,11,1009,144.14,33.17,33,2.76,700,40,17.5,193,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4040,2006-11-20,11,1016,145.14,33.4,33,2.78,-100,7,-14.29,186,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4040,2006-12-16,12,1042,148.86,34.26,34,2.85,0,26,0,160,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4040,2006-12-28,12,1054,150.57,34.65,34,2.89,0,12,0,148,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4440,2007-02-28,2,1116,159.43,36.69,36,3.06,400,62,6.45,86,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4080,2007-04-28,4,1175,167.86,38.63,38,3.22,-360,59,-6.1,27,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4060,2007-05-12,5,1189,169.86,39.09,39,3.26,-20,14,-1.43,13,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4060,2007-05-14,5,1191,170.14,39.16,39,3.26,0,2,0,11,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4060,2007-05-23,5,1200,171.43,39.45,39,3.29,0,9,0,2,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,4060,2007-05-24,5,1201,171.57,39.48,39,3.29,0,1,0,1,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3870,2006-10-06,10,963,137.57,31.66,31,2.64,-70,7,-10,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4140,2006-11-10,11,998,142.57,32.81,32,2.73,270,35,7.71,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3960,2006-12-21,12,1039,148.43,34.16,34,2.85,-180,41,-4.39,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3980,2007-01-02,1,1051,150.14,34.55,34,2.88,20,12,1.67,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4000,2007-01-12,1,1061,151.57,34.88,34,2.91,20,10,2,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3980,2007-01-30,1,1079,154.14,35.47,35,2.96,-20,18,-1.11,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3900,2007-02-28,2,1108,158.29,36.43,36,3.04,-80,29,-2.76,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3940,2007-03-07,3,1115,159.29,36.66,36,3.05,40,7,5.71,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4000,2007-03-15,3,1123,160.43,36.92,36,3.08,60,8,7.5,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3980,2007-03-21,3,1129,161.29,37.12,37,3.09,-20,6,-3.33,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3980,2007-04-11,4,1150,164.29,37.81,37,3.15,0,21,0,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3900,2007-04-18,4,1157,165.29,38.04,38,3.17,-80,7,-11.43,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3880,2007-05-08,5,1177,168.14,38.7,38,3.22,-20,20,-1,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3840,2007-05-16,5,1185,169.29,38.96,38,3.25,-40,8,-5,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,3820,2007-06-12,6,1212,173.14,39.85,39,3.32,-20,27,-0.74,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4040,2007-08-07,8,1268,181.14,41.69,41,3.47,220,56,3.93,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4140,2007-10-11,10,1333,190.43,43.82,43,3.65,100,65,1.54,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4120,2007-10-17,10,1339,191.29,44.02,44,3.67,-20,6,-3.33,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4340,2007-11-27,11,1380,197.14,45.37,45,3.78,220,41,5.37,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4340,2008-01-08,1,1422,203.14,46.75,46,3.9,0,42,0,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4320,2008-02-27,2,1472,210.29,48.39,48,4.03,-20,50,-0.4,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4160,2008-03-17,3,1491,213,49.02,49,4.08,-160,19,-8.42,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4160,2008-04-15,4,1520,217.14,49.97,49,4.16,0,29,0,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4520,2008-05-21,5,1556,222.29,51.16,51,4.26,360,36,10,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4340,2008-06-13,6,1579,225.57,51.91,51,4.33,-180,23,-7.83,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4420,2008-06-24,6,1590,227.14,52.27,52,4.36,80,11,7.27,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4460,2008-10-07,10,1695,242.14,55.73,55,4.64,40,105,0.38,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4660,2008-12-03,12,1752,250.29,57.6,57,4.8,200,57,3.51,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4240,2009-01-09,1,1789,255.57,58.82,58,4.9,-420,37,-11.35,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4640,2009-02-02,2,1813,259,59.61,59,4.97,400,24,16.67,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4240,2009-02-25,2,1836,262.29,60.36,60,5.03,-400,23,-17.39,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,4380,2009-03-25,3,1864,266.29,61.28,61,5.11,140,28,5,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6828,N,F,Anastasia,N,209,2004-02-18,2,NA,CB,Duke Lemur Center,1,160,2003-09-11,9,6723,LIVIA II,PCOQ,1998-01-31,5.61,6650,Gordian,PCOQ,1995-12-17,7.74,NA,NA,14.98,NA,14.98,7,NA,3540,2007-01-29,1,1076,153.71,35.38,35,2.95,240,131,1.83,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6828,N,F,Anastasia,N,209,2004-02-18,2,NA,CB,Duke Lemur Center,1,160,2003-09-11,9,6723,LIVIA II,PCOQ,1998-01-31,5.61,6650,Gordian,PCOQ,1995-12-17,7.74,NA,NA,14.98,NA,14.98,7,NA,3660,2007-04-20,4,1157,165.29,38.04,38,3.17,120,81,1.48,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6828,N,F,Anastasia,N,209,2004-02-18,2,NA,CB,Duke Lemur Center,1,160,2003-09-11,9,6723,LIVIA II,PCOQ,1998-01-31,5.61,6650,Gordian,PCOQ,1995-12-17,7.74,NA,NA,14.98,NA,14.98,7,NA,3800,2007-06-25,6,1223,174.71,40.21,40,3.35,140,66,2.12,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6828,N,F,Anastasia,N,209,2004-02-18,2,NA,CB,Duke Lemur Center,1,160,2003-09-11,9,6723,LIVIA II,PCOQ,1998-01-31,5.61,6650,Gordian,PCOQ,1995-12-17,7.74,NA,NA,14.98,NA,14.98,7,NA,3860,2007-07-06,7,1234,176.29,40.57,40,3.38,60,11,5.45,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6828,N,F,Anastasia,N,209,2004-02-18,2,NA,CB,Duke Lemur Center,1,160,2003-09-11,9,6723,LIVIA II,PCOQ,1998-01-31,5.61,6650,Gordian,PCOQ,1995-12-17,7.74,NA,NA,14.98,NA,14.98,7,NA,3870,2007-08-08,8,1267,181,41.65,41,3.47,10,33,0.3,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6828,N,F,Anastasia,N,209,2004-02-18,2,NA,CB,Duke Lemur Center,1,160,2003-09-11,9,6723,LIVIA II,PCOQ,1998-01-31,5.61,6650,Gordian,PCOQ,1995-12-17,7.74,NA,NA,14.98,NA,14.98,7,NA,3920,2007-08-22,8,1281,183,42.12,42,3.51,50,14,3.57,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6828,N,F,Anastasia,N,209,2004-02-18,2,NA,CB,Duke Lemur Center,1,160,2003-09-11,9,6723,LIVIA II,PCOQ,1998-01-31,5.61,6650,Gordian,PCOQ,1995-12-17,7.74,NA,NA,14.98,NA,14.98,7,NA,3880,2007-11-15,11,1366,195.14,44.91,44,3.74,-40,85,-0.47,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
